ABANICO P/BOMBA LADRONA,1
ABRAZADERA DE 1" P/TUBO DE 1 HOYO,1
ABRAZADERA DE 1/2" GALVANIZADA DE 2 HOYOS P/TUBO EMT INDUMA,1
ABRAZADERA DE 1/2" P/MANGUERA UNIDAD,1
ABRAZADERA DE 1/2" P/TUBO EMT,1
ABRAZADERA DE 3/4" P/MANGUERA,1
ABRAZADERA DE 4" P/MANGUERA SMART LIFE UNIDAD,1
ABRAZADERA P/TUBO 1" DE 2 HOYOS,1
ABRAZADERA P/TUBO 1/2" DE 1 HOYO,1
ABRAZADERA P/TUBO 1/2" DE 2 HOYOS,1
ABRAZADERA P/TUBO 1-1/2" DE 1 HOYO,1
ABRAZADERA P/TUBO 1-1/2" DE 2 HOYOS,1
ABRAZADERA P/TUBO 2" DE 1 HOYO,1
ABRAZADERA P/TUBO 2" DE 2 HOYOS,1
ABRAZADERA P/TUBO 3/4" DE 1 HOYO,1
ABRAZADERA P/TUBO 3/4" DE 2 HOYOS,1
Accesorios de baño de 9 piezas 2323 Taylor,1
Accesorios p/baño inoxidable s-9379 sorro,1
ACCESORIOS P/BAÑO ZBW156 5 PIEZAS ZBW JUEGO,1
ACEITE 3 EN 1 DE 3 ONZ 3 EN 1,1
ACEITE PENETRANTE DE 11 ONZ WD-40,1
ACEITE PENETRANTE DE 5.5 ONZ WD-40,1
ACEITE PENETRANTE DE 8 ONZ WD-40,1
ACERO PLASTICO 3 ONZ MAGIC,1
ACERO PLASTICO INYECTABLE CLEAR ABRO,1
ACIDO MURIATICO K-SWSIS LITRO,1
Adaptador CPVC macho 1/2”,1
ADAPTADOR DE 1" HEMBRA PVC,1
ADAPTADOR DE 1" MACHO CPVC,1
ADAPTADOR DE 1" MACHO PVC,1
ADAPTADOR DE 1" P/TINACO,1
ADAPTADOR DE 1" X 3/4" P/BOMBA,1
ADAPTADOR DE 1/2" HEMBRA CPVC,1
ADAPTADOR DE 1/2" HEMBRA CPVC,1
ADAPTADOR DE 1/2" HEMBRA PVC,1
ADAPTADOR DE 1/2" MACHO CPVC,1
ADAPTADOR DE 1-1/2" HEMBRA PVC,1
ADAPTADOR DE 1-1/2" MACHO PVC,1
ADAPTADOR DE 1-1/2" P/SIFON DE PVC MAPICA UNIDAD,1
ADAPTADOR DE 2" HEMBRA PVC,1
ADAPTADOR DE 2" MACHO PVC,1
ADAPTADOR DE 3 A 2 P/ENCHUFE,1
ADAPTADOR DE 3/4" HEMBRA CPVC,1
Adaptador hembra de 1/2”,1
Adaptador macho 2”,1
ADAPTADOR P/ENCHUFE EUROPEO A AMERICANO,1
Adaptador PVC hembra 2”,1
Adaptador PVC macho ½”,1
Adaptador PVC macho 1”,1
Adaptador PVC Macho 3/4”,1
Adaptadores de 3/4" hembra,1
ADITIVO AZUL P/MEZCLA COPEY GALON,1
ADITIVO ROSADO P/MEZCLA COPEY 1/2 GALON,1
AGUA DETILADA P/BATERIA K-SWIS GALON,1
AGUA P/BATERIA TORNASOL GALON,1
ALAMBRE BOCINA #14 PIE,1
ALAMBRE DE PUA #16 DE 250MTS CEBU ROLLO,1
ALAMBRE DE PUA #17 DE 110MTS CIBAO ROLLO,1
ALAMBRE DUPLEX 1.5 MM2 #14 PIE,1
ALAMBRE GALLINERO DE 4'X100' #19-3/4 BMV PIE,1
ALAMBRE GALVANIZADO PICAO CAL.16 CORVI LIBRA,1
ALAMBRE LISO GALVANIZADO CAL.16 CORVI LIBRA/ROLLO,1
ALAMBRE TRINCHERA FINO BLANCO ROLLO,1
ALAMBRE TRINCHERA GRUESO AMARILLO ROLLO,1
ALICATE AUTOMATICO 8" P/PELAR CABLE TRUPER,1
ALICATE CORTE INGCO,1
ALICATE CORTE DIAGONAL INGCO,1
ALICATE ELECTRICO #7 TC4225 TOOLCRAFT,1
ALICATE ELECTRICO #8 TC4226 TOOLCRAFT,1
ALICATE ELECTRICO #9 TC4227 TOOLCRAFT,1
ALICATE ELECTRICO 8" PRETUL,1
ALICATE MECANICO 10" INGCO,1
ALICATE MECANICO 6" TRUPER,1
ALICATE MECANICO 8" BELLOTA,1
ALICATE MECANICO 8" PRETUL,1
ALICATE PRESION #10 BEST VALUE,1
ALICATE PRESION CURVO 7" (PP-7C) PRETUL,1
ALICATE T/PERICO #8 TRUPER,1
AMPERIMETRO DIGITAL (DT-266 DT,1
ANGULAR GALVANIZADO 38 MM 1.1/2"X1.1/2X 1/2",1
ANGULO 60X60X20 MM,1
ANGULO 80X80X20 MM,1
ANGULO GALVANIZADO 1-1/2",1
ANGULO GALVANIZADO 2",1
ANGULO GALVANIZADO 2" SN T1801-007 INDUMA,1
ANGULO GALVANIZADO 2-1/2",1
ANGULO GALVANIZADO 3" INDUMA,1
ANGULO GALVANIZADO 3-1/2 INDUMA,1
ANGULO GALVANIZADO 50X21/2X1/2X5/8X2 MM,1
ANGULO GALVANIZADO 60X21/2X1/2X5/8X2 MM,1
ARANDELA DE 3" PVC P/INODORO,1
ARANDELA DE PRESION 1/2" CHINO,1
ARANDELA DE PRESION 1/4" CHINO,1
ARANDELA DE PRESION 3/16" CHINO,1
ARANDELA DE PRESION 5/16" CHINO,1
Arandela p/inodoro 3”,1
Arandela p/inodoro 4”,1
ARANDELA PLANA ACERO 1/4" 0.75 x unidad LIBRA,1
ARANDELA PLANA ACERO 3/16" 0.25 x unidad LIBRA,1
ARANDELA PLANA ACERO 3/4" 3.50 x unidad LIBRA,1
ARANDELA PLANA ACERO 3/8" 1.25 x unidad LIBRA,1
ARANDELA PLANA ACERO 5/16" 1.00 x unidad LIBRA,1
ARANDELA PLANA ACERO 5/8" 5.00 x unidad LIBRA,1
ARANDELA PLANA ACERO 7/16" 2.00 x unidad LIBRA,1
ARENA ITABO CRIOLLA METRO,1
ARENA ITABO CRIOLLA METRO,1
ARENA PAÑETE CRIOLLA METRO,1
ARENA TRITURADA CRIOLLA METRO,1
ARO RECTANGULAR 12CM X 15CM CRIOLLO,1
ARO RECTANGULAR 12CM X 20CM CRIOLLO,1
ARO RECTANGULAR 12CM X 25CM CRIOLLO,1
ARO RECTANGULAR 12CM X 30CM CRIOLLO,1
ARO RECTANGULAR 15CM X 20CM CRIOLLO,1
ARO REDONDO CRIOLLO,1
ASPA P/ABANICO 16" C/T UNIVERSAL UNIVERSAL,1
ASPA P/ABANICO 18" C/T UNIVERSAL UNIVERSAL,1
ASPA VERDE ANCHA DE 16" PARA ABANICO,1
AZADA DE 1.7LB TC1394 TOOLCRAFT,1
BALANCIN BLANCO A GRANEL P/INODORO SMART LIFE UNIDAD,1
BALANCIN BLANCO JANETT 9566 P/INODORO FAMA,1
BALANCIN CROMADO P/INODORO SMART LIFE UNIDAD,1
Balancín niquelado,1
BALANCIN P/INODORO UNIDAD,1
Balancín plástico fama 9566,1
BALANCIN S017 P/INODORO AQUA FLEX,1
BALANCIN T-W P/INODORO TW,1
BALANZA D/PISO LISA 26X26 DE 0-130KG,1
BALAUSTRE #17 VICTOR,1
BANDEJA PINTAR T-W TW,1
BARNIZ NATURAL TROPICAL GALON,1
BARRA EXTENSION DE 2M P/PINTAR,1
BARRA EXTENSION DE 3M P/PINTAR,1
BARRA P/CORTINA 28" X 48" BLANCA SMART LIFE UNIDAD,1
